"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0124","c0126","c0128","c0130","c0132","c0134","c0136","c0138","c0140","c0141","c0142","c0143","c0144","c0146","c0148","c0150","c0152","c0154","c0156","c0158","c0160","c0162","c0164","c0166","c0168","c0169","c0170","c0171","c0172","c0173","c0174","c0176","c0178","c0180","c0182","c0184","c0186","c0188","c0190","c0192","c0194","c0196","c0198","c0200","c0202","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0220","c0222","c0224","c0226","c0228","c0230","c0244","c0246","c0248","c0250","c0252","c0254","c0256","c0258","c0260","c0262","c0264","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0306","c0308","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0388","c0390","c0392","c0394","c0396","c0398","c0400","c0402","c0404","c0406","c0408","c0410","c0412","c0414","c0416","c0418","c0420","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0438","c0440","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0508","c0510","c0512","c0514","c0516","c0518","c0520","c0526","c0528","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0580","crisis","distot","incid","incpol","othact","outsus","probwk","removl","strata","stuoff","svinc","svpol","transf","vioinc","viopol","disfire08","disweap08","disdrug08","disalc08","disatt08","disins08","ganghate","disrupt","sec_ft","sec_pt","fr_catmn","fr_lvel","fr_size","fr_urban","finalwgt","repwgt1","repwgt2","repwgt3","repwgt4","repwgt5","repwgt6","repwgt7","repwgt8","repwgt9","repwgt10","repwgt11","repwgt12","repwgt13","repwgt14","repwgt15","repwgt16","repwgt17","repwgt18","repwgt19","repwgt20","repwgt21","repwgt22","repwgt23","repwgt24","repwgt25","repwgt26","repwgt27","repwgt28","repwgt29","repwgt30","repwgt31","repwgt32","repwgt33","repwgt34","repwgt35","repwgt36","repwgt37","repwgt38","repwgt39","repwgt40","repwgt41","repwgt42","repwgt43","repwgt44","repwgt45","repwgt46","repwgt47","repwgt48","repwgt49","repwgt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0124","ic0126","ic0128","ic0130","ic0132","ic0134","ic0136","ic0138","ic0140","ic0141","ic0142","ic0143","ic0144","ic0146","ic0148","ic0150","ic0152","ic0154","ic0156","ic0158","ic0160","ic0162","ic0164","ic0166","ic0168","ic0169","ic0170","ic0171","ic0172","ic0173","ic0174","ic0176","ic0178","ic0180","ic0182","ic0184","ic0186","ic0188","ic0190","ic0192","ic0194","ic0196","ic0198","ic0200","ic0202","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0220","ic0222","ic0224","ic0226","ic0228","ic0230","ic0244","ic0246","ic0248","ic0250","ic0252","ic0254","ic0256","ic0258","ic0260","ic0262","ic0264","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0306","ic0308","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0388","ic0390","ic0392","ic0394","ic0396","ic0398","ic0400","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0414","ic0416","ic0418","ic0420","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0438","ic0440","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0508","ic0510","ic0512","ic0514","ic0516","ic0518","ic0520","ic0526","ic0528","ic0532","ic0534","ic0536","ic0538","ic0540","ic0542","ic0544","ic0546","ic0556","ic0558","ic0560","ic0562","ic0568","ic0570","ic0572"
"11","14",1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,-1,1,1,2,-1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,3,2,2,3,3,2,1,3,2,3,3,2,2,4,1,4,4,5,1,5,5,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,372,0,0,0,372,0,0,2,16,3,70,75,8,3,3,93,30,52,"03062008",6,3,2008,120,5,393,62,10,390,3,2,0,232,393,1,0,0,27,0,0,0,0,0,21,372,2,1,0,1,3,2,3,2,16.0173887782248,16.4878005925888,16.4586499861311,16.4730161497756,16.4864209361957,16.3302720974521,16.3723935820577,16.379463349527,16.403896341013,16.395226781515,16.550868200867,16.4175575271093,0,16.3581030692838,16.422951537468,16.2632529949077,16.2163888296122,16.4300691566948,16.3917200373854,16.3840829397814,16.3388148583031,16.3598595143154,16.2577352759505,16.3166843951689,16.2195963483082,16.2229888981085,16.412371067595,16.3867173888811,16.4853887302452,16.4096922464442,16.2910991626615,16.3296477942932,16.3345430280008,16.3137027010875,16.3262712489977,16.2430147616205,16.3613301333327,16.2750862771632,16.2469430806607,16.1235407856287,16.4206099985462,16.331980726629,16.2829270938662,16.3210548166556,16.3503647213717,16.2342212092959,16.2385929482701,16.4319070471576,16.4503183962653,16.3441410092032,16.1028586663593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
"12","17",1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,4,4,4,3,3,2,5,5,1,2,1,2,1,1,1,2,1,1,1,2,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,905,0,5,0,900,0,8,28,8,15,10,25,5,1,1,96,45,33,"03032008",3,3,2008,50,4,920,14,14,905,7,1,0,222,920,0,0,8,11,11,0,0,0,0,15,905,0,0,5,1,4,2,2,2,21.161025881856,21.6195393191928,21.6735436237396,21.8588068875548,21.8022717449736,21.5411835407021,21.8081828365422,21.7528249770409,21.7360687036238,21.5945477355448,21.7671039320622,21.8884503176781,21.6316912309647,21.2588339893689,21.4786357391452,21.6486519142261,21.4877724970593,21.6255224464561,21.5142989518452,0,21.5403140098432,21.747372942585,21.5756720227645,21.303775578729,21.2352263516355,21.33224310135,21.5271504587475,21.605252648013,21.5906075733406,21.5449648363311,21.5973721760038,21.5407641597242,21.4317548222556,21.5986781898024,21.4627137010834,21.5566775896068,21.4357242132011,21.7000776993295,21.2323153572045,21.3762159107525,21.6358642771837,21.5159363940025,21.685848724204,21.548794825562,21.6104615694342,21.6128093354368,21.8164078795343,22.0392396205649,21.8181614308159,21.5585652346589,21.4896601541552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","18",1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,4,4,4,4,5,3,5,5,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,250,0,0,0,250,0,17,5,8,15,85,90,6,3,3,90,50,50,"03102008",10,3,2008,60,8,315,102,77,250,48,0,0,344,298,1,1,17,37,12,0,0,14,20,31,250,0,2,2,0,2,3,4,4,9.44090944720208,9.67869543668397,9.65344627976219,9.47218982727313,9.59785989084719,9.72646864763978,9.62791836327832,9.80377491489164,9.59321821475739,9.73407533632347,9.50207173914208,9.58311832189007,9.63926903601016,0,9.39824837359409,9.5633926588699,9.53048035766679,9.66933966268089,9.61733611073691,9.67190016853456,9.60501789737011,9.53023788854328,9.50360493613249,9.68822647580578,9.61633145747043,9.64768908756612,9.60758663981566,9.67730364872827,9.55182011372288,9.66480820104825,9.71115953109188,9.66230102308512,9.62206491252597,9.67313130100325,9.53878011164377,9.58354074053929,9.72553778244789,9.78264920304668,9.72786983772989,9.67647827601394,9.580132704749,9.74971187635674,9.80747255203394,9.79487922669601,9.68934539915064,9.66555453295951,9.50959067481297,9.66792296900796,9.64363754644228,9.60223997669654,9.49694998602862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","19",1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,4,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,4,4,4,3,5,4,5,5,1,1,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,10,0,0,0,10,1,5,1,4,4,88,90,8,3,3,97,40,50,"03132008",13,3,2008,NA,8,52,59,35,31,15,0,1,342,52,0,0,5,14,7,0,2,25,2,13,10,0,2,3,0,2,3,4,2,9.79733927619163,9.91323564224706,10.0332511867761,9.93816646945375,9.83999124784745,0,10.0034435047078,9.91805747218076,10.100287750161,9.95674107320862,10.0733013937783,10.0893612270992,9.93176154013299,10.102986820001,10.0180358609081,9.96120894849276,10.0268993585396,10.0164329980413,10.0105414923737,9.90106013189309,10.0188464283908,9.93920766227903,10.1165413551997,10.0436533030601,10.112196438841,10.1804862076742,10.1392075387381,10.0578560473594,10.0479741000847,10.0638923103421,10.0313091530678,9.98349779939586,9.84351510270592,9.92281584729498,9.96675829323651,10.005832942243,10.0416547599914,9.99956072658139,9.86558280223496,9.93608902478768,10.019671266276,9.92278992614134,10.0213838072784,9.97896150406032,10.0486780577888,9.99045163491943,9.93872663742161,10.0404964811376,9.93292473800804,9.96698396171021,9.95761299067231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","21",1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,3,3,1,1,1,2,2,4,2,2,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,6000,0,0,3000,3000,2,34,1,13,8,70,90,8,4,3,90,130,121,"03112008",11,3,2008,60,7,6071,117,117,3017,3019,2,2,343,6042,0,0,33,24,24,1,10,30,4,26,6000,0,2,21,0,3,3,4,3,9.63778937587353,9.77894189163962,9.74708220574856,0,9.7373279226297,9.89201145870449,9.82498438737013,9.90342339254306,9.7249214893153,9.83359997898923,9.70799166154119,9.74326247980469,9.8981989747492,9.81586382105908,9.50272891782669,9.6781123195871,9.72112708016145,9.83951085224313,9.89782203643071,9.83593050406968,9.91059709916963,9.77481789453438,9.96124187267691,9.92114401474796,10.049677642008,9.94616358824282,9.73804185293147,9.93894992703187,9.86356005332631,10.0582475691831,10.1508158271851,10.0075323079195,10.1212483734715,10.0138030092079,9.95343886347638,9.96650127867411,9.8763343348886,9.89722594649348,9.8194803673728,9.85877042559426,9.71094501845086,9.92301603822271,9.77781535240135,9.80385944406776,9.7566000702125,9.67315248046086,9.66899331042603,9.73241988082281,9.6951667318098,9.7708969616329,9.67324919347593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,11,0,0,0,0,0
"16","22",1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,3,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,4,4,4,4,5,4,5,5,2,-1,1,2,1,2,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,2,2,-1,0,0,0,0,0,0,0,5,21,20,70,95,6,3,3,96,20,23,"03112008",11,3,2008,45,6,2,1,1,2,0,0,0,133,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,2,1,3,3,68.304672345148,0,70.7185401526273,68.693327894827,70.0608473252933,69.210725856214,66.6417278607889,69.0671001411969,70.1526221431932,69.4007093701531,67.0031603467828,70.2737924960578,70.7824334632892,70.6611159583014,71.0482309704938,70.2556113195905,71.85265803191,70.4698647996497,68.3675399476347,71.6097883564679,72.287745866071,71.3197386495655,70.7466541610104,71.2446676602444,70.5961288431334,69.5569770886857,70.9648810905519,71.0776322993605,69.5698068305263,69.7463738161928,69.5901848815133,68.7011016031737,68.9078800823155,68.4171601665932,69.3268234876749,69.6054099950695,68.5688732915635,69.1766474970688,69.408428852654,69.0371328278605,69.2103421026853,69.1232620528396,68.8753355196761,68.7729199056738,69.165045764496,69.3183977196043,67.9331310950855,69.3611257927768,68.9957079401071,70.4139431945686,70.3028527000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","23",1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,-1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,4,2,1,1,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,2,1,2,2,2,3,3,3,2,3,2,3,3,2,2,5,4,5,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,0,2,0,2,0,2,6,2,25,70,90,2,3,3,95,0,45,"03262008",26,3,2008,55,4,4,4,0,2,0,0,0,121,2,0,0,2,0,0,0,0,0,0,0,4,0,0,-1,-1,3,1,2,1,93.3221133460974,95.8493563876646,94.3665241871339,94.7387127604041,95.3254078643824,94.9791506206016,97.1038278853797,93.6859382664089,96.3734241436017,0,96.4199352385639,95.1471146854308,93.9785697253421,95.1010329725203,95.250720283704,94.5900996385164,94.4802715742499,95.5488080831002,95.5989627775137,94.4522712608011,94.800815080533,95.4294739649586,95.2377026472503,94.8494514170174,95.3519847288294,93.9269875580277,95.8025685027896,95.6648057809352,94.7828031509736,95.7408996467348,95.9205439003959,94.9772102171043,95.5443591941075,94.2370523118137,95.6216639240002,94.5656244657764,96.1065083277088,95.6157636574203,95.7564868451972,94.1775401957248,96.4017400000188,95.3610383126723,96.0200003930227,95.8522625215119,96.5311945457789,95.2543704702889,95.0229352223511,95.2717557921767,95.0935099903568,93.2093945505644,94.4952293492294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,0,0,0,6,10,18
"18","25",1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,-1,2,-1,2,2,2,-1,2,2,1,1,1,1,1,2,2,2,2,2,3,2,4,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,1,2,2,-1,1,2,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,15,2,85,90,9,3,3,96,3,0,"02272008",27,2,2008,17,2,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,26.5451532693531,27.3127121406603,26.9773047136364,26.8906830837323,26.9673027493284,26.9554360188821,27.4668998043045,27.108537533876,27.303949073148,27.5803194408279,27.288212892427,27.275861831325,27.1964504627164,27.1908858897791,27.4751354668724,27.2977315447393,27.2176803807826,26.9908781753104,27.372386445801,27.3346526693321,26.8879461237558,27.2528305832864,27.323334650989,27.0129814687585,27.2220770360174,27.0036281639497,27.1802916361567,27.0640708337799,26.4005729835783,26.9419560393933,26.9136081515604,26.7619028436179,26.9046921871611,26.9808744875353,26.4206855429168,26.9637800455953,27.1462435778756,27.1414293511423,27.0949474281943,0,26.6584041679527,26.9837451555265,27.2592325026766,27.110870367232,27.0830100475672,27.0733785822463,26.9507739991649,27.0368159691277,27.3891459259835,26.6809512331665,27.4837792414023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,0,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,11,0,0,0,0,0
"19","26",1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,2,2,1,1,4,4,4,1,1,5,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,250,0,6,150,100,3,6,25,10,30,30,50,4,1,1,94,160,139,"02282008",28,2,2008,60,4,299,67,12,103,187,4,3,231,293,0,0,6,46,3,0,1,2,0,40,256,0,1,3,2,4,2,3,1,15.919842993659,16.4369039022264,16.100283250715,15.9629842372726,15.9354415035812,16.2759546723967,16.2617972208783,16.0959098242389,16.345673628408,16.1481538806357,16.3774964322611,16.226805914074,16.0576768840509,16.2987222236506,16.3395422389893,16.1553872102647,16.1549564844767,16.4194253973579,16.2895321804145,16.1039401035237,16.2989603938277,16.2186453188386,16.2305406166861,16.2223680007588,16.3965015580074,16.2158647567953,16.3591010302732,16.2192847106552,16.3177464665948,16.2780958826723,16.1748993199828,0,16.2861044245153,16.2015131224206,16.3087124035615,16.3255463390569,16.344545620583,16.2398724163003,16.2090788747061,16.4514332435904,16.2425419099828,16.2306383904668,16.1313750971285,16.1638677619467,16.3276465692998,16.2728071797368,16.1290033967235,16.2771858154154,16.1756351279539,16.3307285152555,16.3050522805893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","27",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,-1,1,1,1,2,2,-1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,4,1,2,1,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,1,2,3,1,3,1,3,1,3,2,2,2,2,2,2,2,4,4,5,5,4,5,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,25,0,0,0,0,0,0,17,8,18,30,60,3,3,3,95,5,5,"03032008",3,3,2008,23,4,0,23,13,0,0,2,0,134,35,0,0,0,20,10,0,0,0,0,0,0,0,0,-1,-1,3,1,3,4,60.4190963397911,61.6313507889806,62.1188761652639,60.1459136344611,60.4003392410554,62.2655953987711,61.6687902016563,61.7087843825341,61.9145767654083,60.920718261847,62.4331080864442,61.5925517776399,61.9426641823972,61.9499242555294,61.084929681764,61.3255201849687,62.3790837873834,61.7782207751864,61.6161177428235,61.3957121708463,61.5710777323555,61.2129453955271,61.9950792985664,61.5754647637419,62.3781501178581,60.0371189551218,61.4731932444446,61.171344448538,62.732460482286,62.5343305978138,0,62.2340492451263,62.330095184606,61.9569254570957,61.643407515205,62.3487245441277,61.5061018185955,60.848823098797,61.4053014939351,61.7032138627993,61.9260646171494,61.6667460328943,61.1530312886021,61.3198906703007,61.6987688414746,61.1210754061352,61.3798814317684,60.984547400117,61.5030853230288,61.5695052302728,62.4611783086488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
