"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"2104",4119,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,3,5,5,5,5,5,4,4,3,5,4,4,4,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,30,40,60,3,2,2,95,20,15,"02282018",28,2,2018,0,20,121,5,-1,-1,-1,-1,9,0,0,0,3,0,0,0,1,2,0,0,9,0,1," 1",2,64.2303,66.6851,65.746,66.1155,65.7281,66.4338,64.6656,66.003,65.2533,65.1728,65.1225,65.7526,66.0824,64.129,63.898,65.366,65.0766,66.6,65.8965,67.6924,65.1162,64.232,65.5232,67.3313,65.0616,65.1062,66.039,65.1851,64.9132,67.0669,65.9839,64.3171,65.8667,65.8248,65.3908,66.4774,65.4322,0,64.4859,65.2425,65.222,64.2823,65.1725,66.8999,65.6896,65.5325,64.16,65.8463,65.4458,66.2361,65.4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105",4244,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,3,3,3,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,3,3,1,3,3,1,1,1,1,2,5,4,4,5,5,5,5,4,4,4,5,4,4,4,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,100,50,98,5,2,2,94,30,40,"03122018",12,3,2018,0,45,231,8,-1,4,-1,-1,24,9,12,4,1,13,0,2,0,14,2,2,12,5,1," 2",3,19.4857,20.1074,20.0217,20.3474,20.126,19.4762,19.4768,19.5872,20.0734,19.9617,19.8263,19.8556,19.9265,20.3197,19.7767,19.7731,19.9557,20.1472,20.1746,19.4041,19.614,19.976,19.9536,19.8961,19.8436,19.9743,19.7881,19.6688,20.0933,20.4573,19.9375,19.6532,19.5673,19.5037,0,20.042,19.5625,19.9836,19.5341,20.1513,19.5836,19.7525,19.9545,20.253,20.1336,20.0401,19.7867,19.6636,19.8557,19.6432,19.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2106",3179,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,3,3,3,3,3,1,1,1,1,1,1,2,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,4,4,4,4,4,5,4,4,2,4,5,4,4,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,10,95,95,8,2,2,88,20,25,"05292018",29,5,2018,1,50,242,8,1,2,-1,2,29,3,14,3,16,4,1,3,0,20,0,0,15,0,2," 2",4,9.4765,9.6332,9.6309,9.7135,9.5793,9.6879,9.6734,9.7224,9.9181,9.6927,9.5156,9.6247,9.7359,9.6707,9.8799,9.5742,9.6365,9.6906,9.6425,9.625,9.6765,9.5925,9.5697,9.6396,9.7688,9.8026,9.6307,9.5383,9.699,9.6112,9.4839,9.6199,9.8301,9.7562,9.6033,9.7113,9.6758,9.855,9.6874,9.6312,9.7404,9.7459,9.6847,0,9.8093,9.6224,9.671,9.7296,9.5003,9.6412,9.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2107",746,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,3,3,2,1,2,1,2,2,2,3,4,4,4,4,4,5,4,5,4,4,4,2,3,4,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,20,67,80,7,4,3,92,288,276,"03012018",1,3,2018,0,70,344,6,-1,4,-1,2,21,21,8,8,47,3,0,2,2,66,1,1,13,13,4," 3",4,7.1349,7.3498,7.3114,7.424,7.4019,7.3507,7.3605,7.3416,7.2527,7.2885,7.31,7.2962,7.1514,7.3549,7.3699,7.115,7.1761,7.4243,7.3083,7.1461,7.1258,7.3843,7.3167,7.3998,7.0782,7.2866,7.1285,7.1494,7.2711,7.2233,7.2163,7.3084,7.2286,7.3019,7.275,7.193,7.4025,7.2493,7.2635,7.2724,7.1757,0,7.3575,7.3096,7.3511,7.3129,7.2919,7.2651,7.279,7.2955,7.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2108",3511,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,-1,1,1,1,2,2,3,3,1,1,2,1,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,3,3,3,3,3,3,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,4,4,5,3,3,4,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,15,98,95,6,3,3,95,69,70,"02292018",29,2,2018,0,40,342,8,-1,7,-1,-1,11,2,10,2,0,7,0,2,0,7,0,0,1,0,2," 3",4,8.0931,8.3339,8.1788,8.268,0,8.234,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.282,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.182,8.2976,8.3002,8.2188,8.232,8.1597,8.3719,8.3966,8.3316,8.2927,8.2735,8.256,8.1995,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.386,8.1593,8.214,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2109",4177,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,2,2,2,2,2,4,4,2,2,2,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,1,2,1,1,2,2,1,3,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,3,2,2,3,2,3,3,1,2,3,2,2,3,2,1,4,4,4,5,5,5,4,5,4,4,5,4,4,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,40,50,60,6,2,2,95,75,35,"05162018",16,5,2018,0,45,131,8,-1,-1,-1,3,18,1,5,0,22,0,0,0,1,23,1,1,13,1,1," 1",3,73.2763,75.8373,76.1103,74.3222,74.4683,75.3057,74.8294,75.081,75.7045,75.0392,74.079,73.8306,76.3079,74.1495,73.7129,75.1761,75.6876,0,75.5047,74.6285,74.6594,74.129,75.8715,74.2509,74.9068,76.2174,73.8566,73.7345,75.8778,76.9468,74.7267,74.5648,73.2314,73.2083,74.5822,75.0899,74.1131,75.1124,73.9429,75.1408,74.3573,74.3432,74.3305,76.5279,74.404,74.5251,73.9291,73.7703,73.4855,75.6783,73.9581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
"2110",1798,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,-1,2,2,2,2,2,2,3,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,3,2,2,2,2,1,1,1,2,1,5,4,5,5,5,5,5,5,4,4,5,5,5,5,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,55,60,3,2,2,90,30,15,"02272018",27,2,2018,0,35,121,5,-1,-1,-1,-1,3,0,2,0,0,0,0,0,0,2,0,0,1,0,1," 1",2,64.2303,66.6851,65.746,66.1155,65.7281,66.4338,64.6656,66.003,65.2533,65.1728,65.1225,65.7526,66.0824,64.129,63.898,65.366,65.0766,66.6,65.8965,67.6924,65.1162,64.232,65.5232,67.3313,65.0616,65.1062,66.039,65.1851,64.9132,67.0669,65.9839,64.3171,0,65.8248,65.3908,66.4774,65.4322,65.6872,64.4859,65.2425,65.222,64.2823,65.1725,66.8999,65.6896,65.5325,64.16,65.8463,65.4458,66.2361,65.4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2111",584,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,-1,1,1,1,2,2,3,1,2,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,-1,-1,1,1,3,3,3,3,3,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,3,2,3,3,1,2,3,2,3,3,2,1,4,4,4,4,5,5,5,5,4,4,5,1,2,2,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,12,65,65,6,3,3,95,4,5,"03142018",14,3,2018,2,55,233,4,-1,4,-1,-1,23,8,7,6,8,0,0,0,0,8,2,2,16,2,3," 2",3,10.6275,10.8451,10.7985,11.123,10.8973,10.8984,10.8775,0,11.1908,11.0402,11.1542,10.9713,10.9443,10.8242,10.6953,10.7922,11.1164,10.9934,10.9346,10.7822,10.8396,10.862,10.8781,10.8271,10.6795,10.7983,10.804,10.8125,10.8252,10.8789,10.8209,10.6332,10.9495,10.705,10.8866,10.7623,10.6336,10.7472,10.6877,10.6173,10.7203,10.847,10.6877,10.72,10.8187,10.7752,10.836,10.8616,10.8837,10.7442,10.7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2112",4249,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,4,4,4,4,5,5,4,4,5,5,3,3,3,1,2,2,-1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,-1,1,80,85,4,3,3,93,117,102,"06192018",19,6,2018,2,90,342,8,1,3,-1,1,30,25,23,18,0,8,0,2,2,9,0,0,7,7,2," 3",4,8.0931,8.3339,8.1788,8.268,8.2278,8.234,8.2023,8.2788,8.3569,8.1366,8.1492,8.2228,8.2525,8.2622,8.282,8.3112,8.2808,8.2304,8.2438,8.2394,8.2321,8.1652,8.2554,8.2754,8.3154,8.2332,8.3061,8.182,8.2976,8.3002,8.2188,8.232,8.1597,8.3719,8.3966,8.3316,8.2927,8.2735,8.256,0,8.1994,8.2465,8.3334,8.2895,8.3452,8.2785,8.2815,8.386,8.1593,8.214,8.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2113",569,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,4,4,2,1,2,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,1,2,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,5,5,5,5,5,5,4,4,5,3,4,3,2,-1,2,-1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,-1,10,95,95,8,3,3,95,20,15,"02252018",25,2,2018,2,45,232,6,-1,-1,-1,-1,3,1,0,0,2,0,0,0,0,2,0,0,3,1,2," 2",3,14.5748,14.8266,14.8344,15.0373,14.7194,14.8547,14.8038,14.7422,15.0243,14.6712,14.7142,14.8909,14.7534,14.7952,14.9502,14.6213,15.035,14.5134,14.8489,14.5901,14.8,14.8799,14.6412,14.6821,15.0175,14.8173,15.0181,14.7953,0,14.9657,14.8578,14.9164,14.9915,15.0883,15.0517,14.9522,14.7773,15.0627,15.1005,14.8497,14.7131,14.9306,14.803,14.9611,15.0372,15.0129,14.9007,15.2123,14.8563,14.8808,14.7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"2114",4323,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,-1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,-1,-1,2,-1,-1,1,1,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,4,4,4,4,3,5,2,2,2,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,70,50,5,3,3,95,10,14,"03062018",6,3,2018,0,60,324,3,-1,2,-1,-1,8,4,6,4,1,2,3,2,0,3,0,0,2,0,4," 3",2,14.701,15.0934,14.9225,15.2764,15.0289,14.8576,15.1322,15.0261,14.785,15.0757,15.0816,15.0496,14.9172,15.0443,15.1768,14.7907,15.1934,14.9031,14.862,14.8656,15.0034,15.1904,15.2296,15.1081,14.9505,15.1566,14.848,14.9962,15.1024,14.8624,14.8208,14.9428,15.2827,0,15.029,14.9185,15.2932,15.1585,14.685,14.9897,14.8026,14.9056,14.9793,15.0119,14.8846,15.203,15.1598,14.7888,14.786,14.7671,15.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
